Date,Workout,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-02 17:35,24,,,,,,,,
2015-12-04 14:01,274,,,,,,,,
2015-12-04 14:01,274,,,,,,,,
2015-12-04 14:01,274,,,,,,,,
2015-12-04 14:01,274,,,,,,,,
2015-12-04 14:01,154,,,,,,,,
2015-12-04 14:01,154,,,,,,,,
2015-12-04 14:01,154,,,,,,,,
2015-12-04 14:01,148,,,,,,,,
2015-12-04 14:01,231,,,,,,,,
2015-12-04 14:01,231,,,,,,,,
2015-12-04 14:01,231,,,,,,,,
2015-12-04 14:01,272,,,,,,,,
2015-12-04 14:01,272,,,,,,,,
2015-12-04 14:01,272,,,,,,,,
2015-12-04 14:01,274,,,,,,,,
2015-12-04 14:01,274,,,,,,,,
2015-12-04 14:01,274,,,,,,,,
2015-12-04 14:01,274,,,,,,,,
2015-12-04 14:01,154,,,,,,,,
2015-12-04 14:01,154,,,,,,,,
2015-12-04 14:01,154,,,,,,,,
2015-12-04 14:01,148,,,,,,,,
2015-12-04 14:01,231,,,,,,,,
2015-12-04 14:01,231,,,,,,,,
2015-12-04 14:01,231,,,,,,,,
2015-12-04 14:01,272,,,,,,,,
2015-12-04 14:01,272,,,,,,,,
2015-12-04 14:01,272,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,91,,,,,,,,
2015-12-06 10:53,91,,,,,,,,
2015-12-06 10:53,91,,,,,,,,
2015-12-06 10:53,265,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,197,,,,,,,,
2015-12-06 10:53,225,,,,,,,,
2015-12-06 10:53,225,,,,,,,,
2015-12-06 10:53,225,,,,,,,,
2015-12-06 10:53,265,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,170,,,,,,,,
2015-12-07 19:37,170,,,,,,,,
2015-12-07 19:37,170,,,,,,,,
2015-12-07 19:37,26,,,,,,,,
2015-12-07 19:37,26,,,,,,,,
2015-12-07 19:37,26,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,24,,,,,,,,
2015-12-07 19:37,170,,,,,,,,
2015-12-07 19:37,170,,,,,,,,
2015-12-07 19:37,170,,,,,,,,
2015-12-07 19:37,26,,,,,,,,
2015-12-07 19:37,26,,,,,,,,
2015-12-07 19:37,26,,,,,,,,
2015-12-09 12:44,274,,,,,,,,
2015-12-09 12:44,274,,,,,,,,
2015-12-09 12:44,274,,,,,,,,
2015-12-09 12:44,274,,,,,,,,
2015-12-09 12:44,274,,,,,,,,
2015-12-09 12:44,66,,,,,,,,
2015-12-09 12:44,66,,,,,,,,
2015-12-09 12:44,148,,,,,,,,
2015-12-09 12:44,148,,,,,,,,
